Year,ID,City,Internet Penetration Rate,Internet-Related Output,Internet Users,Internet-Related Employees,Digital Inclusive Finance Index,Digital Economy Index,Population,GDP,Urbanization Rate,City Size,City Development Level,Industry Agglomeration Level,Environmental Pollution Index,Low-Carbon City,Carbon Peak City,AI-Pilot City,AI Technology Level,Smart City,Intelligent Construction City,AI Enterprises,AI Infrastructure Index,Intelligent Manufacturing Proportion,AI Patents,Total Energy Consumption,AI Development Index
2015,176,张家界市,50.27104,544.99561,82.977499,0.00925983,188.7,-213.1614278,169.97,307.1378,0.4461,7,5,0.002935169,0.014,0,0,0,3.0910425,0,0,12,0.029529547,0.10484638,12,15073.69712,0.057218663
2016,176,张家界市,55.988024,565.89521,82.335329,0.00906734,196.53,-192.2610251,171.0,332.0159,0.4606,7,5,0.002935169,0.026,0,0,0,3.2580965,0,0,15,0.027434926,0.10484638,14,19030.50199,0.057409985
2017,176,张家界市,61.492537,512.10746,77.014925,0.00887212,209.66,-246.1714268,170.0,360.9013,0.4802,7,5,0.002935169,0.009,0,0,0,3.9318256,0,0,22,0.02883681,0.10484638,23,21869.01707,0.060676996
2018,176,张家界市,65.578635,620.62611,96.439169,0.0079077,197.92,-136.966489,170.0,387.9689,0.492,7,5,0.002935169,0.005,0,0,0,4.5951199,0,0,30,0.029315851,0.10484638,22,25260.44215,0.063501695
2019,176,张家界市,23.738872,613.92582,85.459941,0.00850738,216.45,-144.3779938,169.0,417.4545,0.5048,7,5,0.002935169,0.006,0,0,0,4.5108595,0,0,39,0.029503064,0.10484638,18,28814.09695,0.063208006
2020,176,张家界市,29.195128,355.82047,66.0,0.00910707,248.4,-402.990905,168.5,425.8036,0.5165,7,5,0.002935169,0.005,0,0,0,4.6051702,0,0,62,0.030694995,0.10484638,53,27684.30544,0.064659702
2021,176,张家界市,34.777448,97.715134,46.540059,0.00970675,247.43,-661.6029015,168.0,444.9648,0.524,7,5,0.002935169,0.005,0,0,0,5.2933048,0,0,108,0.042107412,0.10484638,13,24309.7538,0.069982711
2000,177,益阳市,26.012338,0.0,158.2315,0.0,26.03,-755.0623803,452.0,193.61,0.524,5,4,0.002413538,0.017,0,0,0,2.744155565,0,0,2,0.000979184,0.01,5,8024.71172,0.047884095
2001,177,益阳市,80.3995,13308.513,293.61557,0.0,31.78,12549.02866,453.16,210.0668,0.524,5,4,0.002315135,0.017,0,0,0,2.783967263,0,0,2,0.002181701,0.01,3,7877.102744,0.048316672
2002,177,益阳市,134.78666,11324.489,428.99964,0.0,31.64,10572.02319,454.69,227.9225,0.524,5,4,0.002216733,0.017,0,0,0,2.823778961,0,0,2,0.003384218,0.01,3,11583.54583,0.048783635
2003,177,益阳市,151.42119,12522.361,577.08872,0.01603004,39.08,11774.74648,456.51,249.3473,0.2949,5,4,0.001909585,0.105,0,0,0,2.863590659,0,0,3,0.004586735,0.01,5,12751.06183,0.049292246
2004,177,益阳市,140.07751,15497.487,0.05971053,0.01897256,28.42,14725.63395,458.55,276.5261,0.2985,5,4,0.001602437,0.119,0,0,0,4.574711,0,0,5,0.005789251,0.01,3,15079.04584,0.05644535
2005,177,益阳市,151.81663,17029.627,0.07101632,0.0187785,39.59,16256.71204,460.6,307.7736,0.3239,5,4,0.001701663,0.113,0,0,0,1.3862944,0,0,6,0.006991768,0.01,4,15713.68734,0.043983732
2005,177,益阳市,151.81663,17029.627,0.07101632,0.0187785,39.59,16256.71204,460.6,307.7736,0.3239,5,4,0.001701663,0.113,0,0,0,4.574711,0,0,6,0.006991768,0.01,4,15713.68734,0.056777025
2006,177,益阳市,118.30006,19601.179,759.03064,0.01879598,37.77,18854.94737,463.0,344.7064,0.35,5,4,0.001800889,0.115,0,0,0,0.6931472,0,0,7,0.00977949,0.01,2,18370.38576,0.041887616
2006,177,益阳市,118.30006,19601.179,759.03064,0.01879598,37.77,18854.94737,463.0,344.7064,0.35,5,4,0.001800889,0.115,0,0,0,4.574711,0,0,7,0.00977949,0.01,2,18370.38576,0.057462113
2007,177,益阳市,89.142104,21341.463,868.25501,0.01922288,33.77,20597.87254,465.25,395.723,0.3752,5,4,0.001870883,0.112,0,0,0,0.0,0,0,7,0.011128092,0.01,8,22252.13806,0.039554117
2007,177,益阳市,89.142104,21341.463,868.25501,0.01922288,33.77,20597.87254,465.25,395.723,0.3752,5,4,0.001870883,0.112,0,0,0,4.574711,0,0,7,0.011128092,0.01,8,22252.13806,0.057909817
2008,177,益阳市,90.103915,26073.574,816.41601,0.02095808,39.14,25324.47997,467.66,448.3542,0.3975,5,4,0.001879941,0.113,0,0,0,0.34657359,0,0,7,0.011012298,0.01,13,19881.72339,0.041001102
2009,177,益阳市,100.65864,26452.675,754.59424,0.01981982,40.85,25701.02304,470.55,506.6402,0.415,5,4,0.00190135,0.131,0,0,0,0.69314718,0,0,8,0.009855842,0.01,5,17726.29355,0.041965963
2010,177,益阳市,100.62724,30329.78,772.92492,0.02051221,41.26,29575.92404,476.36,581.1163,0.3986,5,4,0.001953734,0.138,0,0,0,1.6094379,0,0,9,0.011276603,0.011456066,19,22890.91895,0.046260457
2011,177,益阳市,104.71071,11876.073,863.38186,0.01983239,39.02,11139.48969,478.7,657.8236,0.411,5,4,0.002270292,0.042,0,0,0,1.3862944,0,0,11,0.015127651,0.020248038,32,24902.69766,0.046629256
2012,177,益阳市,105.70236,15524.687,893.81085,0.01867857,93.98,14786.53776,481.9,736.1046,0.4215,5,4,0.002291212,0.028,0,0,0,1.3862944,0,0,13,0.016472949,0.035030822,21,25448.4353,0.046869365
2013,177,益阳市,139.4525,11797.101,822.22222,0.02732838,83.77,11059.26059,480.0,813.3956,0.4331,5,4,0.002312132,0.04,0,0,0,1.7917595,0,0,18,0.016705119,0.084853068,39,31024.98657,0.049140708
2014,177,益阳市,133.05238,13976.821,1016.5563,0.02893718,196.04,13244.69046,483.2,901.2423,0.4476,5,4,0.002333052,0.077,0,0,0,2.5649494,0,0,22,0.016998681,0.150305766,47,24103.89999,0.052799097
2015,177,益阳市,189.01941,9442.5195,738.33066,0.02930832,172.15,8703.606154,480.82,976.9467,0.4639,5,4,0.002259586,0.051,0,0,0,2.0794415,0,0,28,0.017240777,0.222658625,96,25780.24834,0.052146504
2016,177,益阳市,164.15584,0.0,650.64935,0.04046292,226.3,-735.359547,484.0,1053.149,0.4787,5,4,0.00218612,0.065,0,0,0,1.9459101,0,0,39,0.019890477,0.221182572,95,35231.90812,0.052343252
2017,177,益阳市,106.43678,7834.4828,615.86207,0.04149816,203.86,7091.527627,479.0,1141.613,0.5012,5,4,0.002094614,0.048,0,0,0,3.871201,0,0,55,0.020476765,0.187639164,78,47845.40471,0.05988087
2018,177,益阳市,111.20879,8701.0989,654.50549,0.05452108,213.39,7958.998259,478.0,1234.084,0.5018,5,4,0.002003109,0.026,0,0,0,4.060443,0,0,71,0.021249971,0.570357598,169,48148.94975,0.064357058
2019,177,益阳市,96.733212,7121.0163,525.58984,0.06127347,217.35,6375.094476,473.0,1321.703,0.5293,5,4,0.002286669,0.017,0,0,0,4.7273878,0,0,107,0.02181642,0.746912646,200,49228.64726,0.068820381
2020,177,益阳市,86.193822,3911.0787,496.64674,0.06802585,207.38,3166.382889,468.0,1371.928,0.5043,5,4,0.00257023,0.017,0,0,0,4.7874917,0,0,139,0.024413738,0.589020854,319,49278.52036,0.071244967
2021,177,益阳市,322.12678,701.14105,467.70365,0.07477824,252.35,-40.56780328,463.0,1485.798,0.5124,5,4,0.002853791,0.017,0,0,0,4.574711,0,0,217,0.031965703,0.867724682,150,49644.21673,0.0713201
2000,178,郴州市,15.572401,0.0,102.83071,0.0,29.31,-757.2426468,453.0,231.55,0.5124,5,4,0.001406024,0.068,0,0,0,0.209062694,0,0,1,-0.000740549,0.01,6,15572.75284,0.037282788
2001,178,郴州市,22.415383,3769.2612,119.87357,0.0,30.72,3009.89539,455.46,256.0943,0.5124,5,4,0.001337557,0.068,0,0,0,0.411175146,0,0,1,0.000706872,0.01,7,16301.30713,0.038480733
2002,178,郴州市,29.258364,3460.0305,136.91642,0.0,28.96,2701.592685,458.24,284.7769,0.5124,5,4,0.00158758,0.068,0,0,0,0.613287599,0,0,1,0.002154293,0.01,6,18516.11083,0.039644292
2003,178,郴州市,24.96952,2672.3116,94.489149,0.00976018,35.78,1912.819864,455.27,316.9566,0.3201,5,4,0.001262038,0.09,0,0,0,0.815400052,0,0,1,0.003601715,0.01,7,22069.44884,0.040842238
2004,178,郴州市,22.68771,2700.4758,209.93385,0.00629845,31.38,1945.334522,457.71,358.161,0.3424,5,4,0.001332267,0.115,0,0,0,4.8903491,0,0,1,0.005049136,0.01,7,25405.98342,0.05756247
2005,178,郴州市,36.116071,2668.8616,251.45089,0.01307991,34.61,1915.417896,460.88,404.0056,0.3676,5,4,0.001218449,0.118,0,0,0,4.8903491,0,0,1,0.006496557,0.01,9,25550.11134,0.057966648
2006,178,郴州市,32.494872,7678.3979,25.542481,0.0117195,33.6,6912.5943,463.02,437.5381,0.3881,5,4,0.001255416,0.134,0,0,0,4.8903491,0,0,1,0.0086727,0.01,23,27501.88775,0.058763322
2007,178,郴州市,24.55847,2973.1111,254.99007,0.01326607,34.59,2219.491727,466.39,488.2925,0.4002,5,4,0.001226159,0.163,0,0,0,4.8903491,0,0,4,0.008816977,0.01,32,30659.8448,0.058976705
2008,178,郴州市,24.125452,2817.6518,292.40048,0.01342402,40.68,2065.567532,471.0,522.473,0.413,5,4,0.001391879,0.154,0,0,0,0.69314718,0,0,5,0.009505887,0.01,51,34741.92164,0.042645672
2009,178,郴州市,29.030687,3071.6512,208.18315,0.01394321,37.83,2316.21102,473.86,608.6811,0.4236,5,4,0.001420884,0.15,0,0,0,1.9459101,0,0,5,0.012382416,0.01,19,31112.56492,0.047857006
2010,178,郴州市,31.888486,3291.2354,230.37999,0.01393508,45.64,2536.495024,502.07,701.2006,0.417,5,4,0.001467309,0.152,0,0,0,1.0986123,0,0,7,0.012766231,0.01,47,56094.53043,0.04505128
2011,178,郴州市,48.207547,3430.9811,241.81132,0.01716418,42.59,2676.687255,506.5,801.4724,0.433,5,4,0.001587937,0.051,0,0,0,1.3862944,0,0,9,0.015831859,0.01,35,64808.42851,0.046796997
2012,178,郴州市,52.532833,2964.5779,272.74859,0.01834862,78.38,2211.839744,509.8,900.8549,0.4528,5,4,0.001763003,0.041,0,0,0,2.7080502,0,0,11,0.017877502,0.01,30,73393.30609,0.052551627
2013,178,郴州市,60.773481,3446.593,322.78085,0.02372654,82.99,2695.45475,512.1,1000.85,0.4703,5,4,0.001829701,0.047,0,0,0,2.6390573,0,0,14,0.020694883,0.033096144,54,103622.8365,0.053539966
2014,178,郴州市,66.243194,0.0,330.30853,0.02670283,226.61,-748.2346307,518.8,1109.942,0.485,5,4,0.001858965,0.097,0,0,0,2.6390573,0,0,25,0.021366806,0.021535016,39,83515.45268,0.053478056
2015,178,郴州市,74.699867,0.0,329.03513,0.02879436,205.73,-748.2226107,528.27,1204.287,0.5034,5,4,0.00182037,0.059,0,0,0,2.944439,0,0,31,0.02263122,0.137965634,57,77006.42813,0.055938784
2016,178,郴州市,77.391304,0.0,293.04348,0.03144287,201.24,-749.5713548,535.0,1304.243,0.5225,5,4,0.001856969,0.065,0,0,0,3.0445224,0,0,39,0.019647015,0.272253825,83,69244.75708,0.056728177
2017,178,郴州市,118.48739,0.0,278.9916,0.03721887,228.79,-749.811825,534.0,1405.974,0.538,5,4,0.001840497,0.056,1,0,0,3.2188758,0,0,57,0.02164541,0.509945984,58,73725.58954,0.058781024
2018,178,郴州市,84.251969,13860.827,289.76378,0.03297746,219.77,13100.81059,535.0,1522.67,0.5488,5,4,0.001833688,0.045,1,0,0,4.0430513,0,0,78,0.022762838,0.408874039,109,71367.81036,0.062917246
2019,178,郴州市,80.451128,21749.654,290.97744,0.03854839,241.21,20983.75486,534.0,1641.439,0.5604,5,4,0.097476501,0.06,1,0,0,4.1108739,0,0,129,0.023038448,0.422091898,158,64626.29445,0.064536057
2020,178,郴州市,76.884817,11018.78,483.59683,0.04411933,259.63,10268.20434,530.5,1700.531,0.5818,5,4,0.100300783,0.068,1,0,0,4.6913479,0,0,178,0.028398897,0.377909502,178,65099.05546,0.068722054
2021,178,郴州市,258.72973,287.90541,676.21622,0.04969027,201.1,-446.0220825,527.0,1850.177,0.5904,5,4,0.09365248,0.068,1,0,0,4.8903491,0,0,293,0.034755132,0.392422644,168,69766.90373,0.071877186
2000,179,永州市,0.89505876,0.0,15.885877,0.0,31.12,-760.6521161,563.01,244.4,0.5904,6,4,0.001236101,0.021,0,0,0,2.274529701,0,0,293,-3.1e-05,0.01,168,10627.48452,0.050657021
2001,179,永州市,0.91124158,656.95531,23.737516,0.0,31.96,-103.8897392,566.47,266.1516,0.5904,6,4,0.001166383,0.021,0,0,0,2.36103564,0,0,293,0.001063282,0.01,4,11416.57467,0.048463964
2002,179,永州市,0.9274244,646.11262,31.589155,0.0,32.16,-114.4257764,568.13,290.9037,0.5904,6,4,0.001096664,0.021,0,0,0,2.447541579,0,0,293,0.002157561,0.01,2,13142.60267,0.049056245
2003,179,永州市,0.86662265,674.23448,36.909871,0.01975226,32.58,-86.12315885,570.65,321.7395,0.2484,6,4,0.001099555,0.055,0,0,0,2.534047518,0,0,293,0.003251841,0.01,2,17559.3306,0.049682913
2004,179,永州市,3.1275845,735.33804,39.335822,0.01648721,37.83,-24.95695161,571.82,359.7048,0.2603,6,4,0.001102446,0.065,0,0,0,5.123964,0,0,293,0.004346121,0.01,2,22631.9827,0.060354337
2005,179,永州市,3.9407478,739.07061,39.484602,0.01786896,35.84,-21.21570942,574.86,401.0708,0.2706,6,4,0.001099773,0.066,0,0,0,5.123964,0,0,293,0.005440401,0.01,1,24662.78393,0.060616713
2006,179,永州市,5.600969,794.66236,56.694458,0.01754386,37.17,35.00042697,577.5,448.3972,0.302,6,4,0.001122945,0.077,0,0,0,0.0,0,0,293,0.006426844,0.015345661,6,26877.85789,0.04042084
2006,179,永州市,5.600969,794.66236,56.694458,0.01754386,37.17,35.00042697,577.5,448.3972,0.302,6,4,0.001122945,0.077,0,0,0,5.123964,0,0,293,0.006426844,0.015345661,6,26877.85789,0.060980379
2007,179,永州市,5.8857673,817.60912,68.313965,0.01670488,36.99,58.37369014,580.16,511.1728,0.342,6,4,0.001274453,0.086,0,0,0,0.0,0,0,1,0.008359082,0.072625157,6,30778.59772,0.039069581
2007,179,永州市,5.8857673,817.60912,68.313965,0.01670488,36.99,58.37369014,580.16,511.1728,0.342,6,4,0.001274453,0.086,0,0,0,5.123964,0,0,1,0.008359082,0.072625157,6,30778.59772,0.05962912
2008,179,永州市,8.5650552,855.38228,69.479045,0.01579779,35.16,96.18201656,580.16,579.1588,0.3646,6,4,0.001237913,0.088,0,0,0,0.0,0,0,4,0.007680197,0.135324312,8,34832.0234,0.039253509
2009,179,永州市,11.140916,851.17968,86.288254,0.01580278,45.7,92.63984971,586.66,660.241,0.3798,6,4,0.001314558,0.112,0,0,0,1.0986123,0,0,4,0.012718687,0.09847155,13,33195.97351,0.044857786
2010,179,永州市,12.745244,865.08557,96.559882,0.01394052,47.87,106.9372037,610.65,755.3157,0.3538,6,4,0.001304309,0.062,0,0,0,0.89587974,0,0,6,0.010430242,0.132778614,13,40865.47529,0.043639009
2011,179,永州市,14.875274,916.67737,110.93691,0.01573918,42.15,159.0520687,631.2,853.5068,0.3794,6,4,0.001344921,0.032,0,0,0,0.69314718,0,0,8,0.012145899,0.093904061,21,47131.11096,0.043229197
2012,179,永州市,16.70107,980.74873,109.60593,0.01,86.43,223.0379529,620.3,947.3925,0.3987,6,4,0.001385533,0.022,0,0,0,1.3862944,0,0,8,0.014049696,0.075401858,31,48653.07027,0.046579838
2013,179,永州市,17.407407,1032.0593,111.95185,0.01405405,90.19,274.4043474,622.6,1037.395,0.4126,6,4,0.001426145,0.03,0,0,0,2.3978953,0,0,10,0.014803768,0.082953131,42,58569.07069,0.051071392
2014,179,永州市,17.563117,973.96451,117.45335,0.00881237,200.59,216.5632325,630.9,1140.097,0.4255,6,4,0.001466757,0.062,0,0,0,2.5649494,0,0,16,0.014484377,0.055592231,49,40889.6085,0.051692563
2015,179,永州市,19.438288,876.11271,110.27141,0.01081267,203.81,118.525062,635.28,1242.706,0.4425,6,4,0.001465925,0.034,0,0,0,2.4849066,0,0,22,0.014525116,0.081111971,42,43204.67686,0.051427609
2016,179,永州市,20.39356,874.45259,103.39893,0.01075295,203.88,116.6117992,645.0,1343.365,0.463,6,4,0.001465094,0.036,0,0,0,3.7612001,0,0,33,0.015389404,0.103705752,30,50603.03611,0.05675154
2017,179,永州市,23.539823,874.31681,108.31858,0.01072724,182.12,116.685586,642.0,1454.864,0.4825,6,4,0.00145369,0.02,0,0,0,4.1588831,0,0,45,0.017890346,0.483612977,31,62809.01712,0.060915532
2018,179,永州市,26.713533,861.15993,105.9754,0.00934499,208.8,103.4721639,645.0,1568.344,0.4969,6,4,0.001442287,0.017,0,0,0,4.6443909,0,0,62,0.018564845,0.525969063,52,68952.92993,0.063723888
2019,179,永州市,27.272727,836.32343,111.18881,0.01420553,216.5,78.8563912,644.0,1679.696,0.509,6,4,0.042087638,0.023,0,0,0,5.1059455,0,0,92,0.017934222,0.809982372,37,77012.58243,0.066739027
2020,179,永州市,30.603318,435.60116,245.43351,0.01906607,204.95,-316.4399164,639.5,1745.204,0.4694,6,4,0.082732988,0.021,0,0,0,5.1416636,0,0,136,0.021379923,0.916307869,94,76369.14799,0.069572931
2021,179,永州市,267.54152,34.878893,379.6782,0.02392661,220.28,-710.0671906,635.0,1876.094,0.4791,6,4,0.123378339,0.021,0,0,0,5.123964,0,0,232,0.029085808,0.881593866,107,75184.55023,0.072224393
2000,180,怀化市,5.5534228,0.0,51.322449,0.0,28.6,-759.2719581,484.0,210.46,0.4791,6,4,0.000983927,0.03,0,0,0,3.263284213,0,0,1,0.001180333,0.01,3,10904.40744,0.049976804
2001,180,怀化市,14.137264,2543.4212,70.013399,0.0,29.53,1783.01822,486.6,228.77,0.4791,6,4,0.000919014,0.03,0,0,0,3.283606967,0,0,1,0.002531587,0.01,2,11088.60392,0.050386376
2002,180,怀化市,22.721104,1947.6223,88.704348,0.0,30.66,1188.436778,489.83,249.3593,0.4791,6,4,0.000894512,0.03,0,0,0,3.303929721,0,0,1,0.00388284,0.01,2,14077.72866,0.050813141
2003,180,怀化市,19.274343,1623.9775,133.73518,0.01809281,30.52,866.7210088,492.92,273.7965,0.248,6,4,0.00085614,0.075,0,0,0,3.324252475,0,0,2,0.005234093,0.01,2,16977.22719,0.051247166
2004,180,怀化市,13.816296,1981.165,161.42666,0.01775873,30.79,1224.654798,495.29,303.0928,0.2702,6,4,0.000843831,0.091,0,0,0,4.7791235,0,0,2,0.006585346,0.01,4,19997.48684,0.05746434
2005,180,怀化市,14.184157,2066.5905,185.69172,0.01587613,31.17,1310.941287,498.37,338.2515,0.2831,6,4,0.000855778,0.088,0,0,0,4.7791235,0,0,4,0.007936599,0.01,3,22715.99168,0.057806889
2006,180,怀化市,14.170809,2239.89,201.64777,0.01731355,35.62,1484.717503,500.0,377.4887,0.3106,6,4,0.00087243,0.085,0,0,0,4.7791235,0,0,4,0.01076681,0.01,9,23707.05677,0.058633119
2007,180,怀化市,16.724826,6165.6724,240.92722,0.02726441,35.98,5409.074172,502.01,425.0523,0.3311,6,4,0.00088148,0.07,0,0,0,4.7791235,0,0,4,0.012179898,0.01,12,27803.29729,0.059045718
2008,180,怀化市,22.0673,7008.7885,243.43745,0.02486388,39.23,6251.693108,508.94,480.3091,0.3462,6,4,0.000896684,0.074,0,0,0,0.0,0,0,4,0.009944661,0.01,6,29414.92954,0.039195603
2008,180,怀化市,22.0673,7008.7885,243.43745,0.02486388,39.23,6251.693108,508.94,480.3091,0.3462,6,4,0.000896684,0.074,0,0,0,4.7791235,0,0,4,0.009944661,0.01,6,29414.92954,0.058371494
2009,180,怀化市,30.370019,0.0,256.86424,0.02162942,41.14,-751.2824059,508.88,546.1114,0.362,6,4,0.000891254,0.095,0,0,0,0.0,0,0,6,0.011128126,0.01,15,28865.84876,0.039667219
2010,180,怀化市,35.19464,0.0,290.11297,0.01872659,35.54,-749.9842158,509.72,626.9359,0.3609,6,4,0.000927454,0.107,0,0,0,0.54930615,0,0,6,0.013404867,0.01,14,33093.52724,0.042435744
2011,180,怀化市,44.795438,3261.1099,317.15582,0.01680949,51.91,2509.782458,513.5,715.9608,0.3769,6,4,0.000995028,0.038,0,0,0,1.0986123,0,0,6,0.013151998,0.01,11,35595.25194,0.044523612
2012,180,怀化市,57.982526,3545.9412,359.06804,0.01584615,100.46,2796.087892,516.5,801.8761,0.3901,6,4,0.00105538,0.028,0,0,0,0.69314718,0,0,7,0.018052279,0.01,16,34285.73635,0.044241875
2013,180,怀化市,61.0587,3659.6174,350.9696,0.00843858,97.92,2909.393222,515.0,884.4694,0.4044,6,4,0.001037539,0.038,0,0,0,2.3025851,0,0,9,0.019229709,0.01,24,38698.23184,0.051152511
2014,180,怀化市,64.315353,0.0,386.41079,0.00748154,164.25,-746.1160654,525.5,929.5773,0.413,6,4,0.001024859,0.087,0,0,0,2.3025851,0,0,11,0.021917095,0.01,19,42342.76228,0.051767644
2015,180,怀化市,62.729774,0.0,346.81338,0.0072895,177.58,-747.6324151,518.03,1008.591,0.4275,6,4,0.0009517,0.051,0,0,0,3.6375862,0,0,15,0.023261305,0.01,53,43362.37351,0.058081282
2016,180,怀化市,58.75,3409.935,299.0,0.00692803,207.61,2657.905852,523.0,1090.287,0.4428,6,4,0.000954269,0.042,0,0,0,5.123964,0,0,29,0.03216928,0.01,54,51837.4708,0.066439938
2017,180,怀化市,63.809524,3279.481,277.85714,0.00874234,201.82,2526.781995,522.0,1173.149,0.4615,6,4,0.000905829,0.037,0,0,0,4.7957905,0,0,37,0.021926354,0.01,55,67068.02939,0.062581556
2018,180,怀化市,67.963387,3223.1396,297.48284,0.00943674,221.03,2471.258357,524.0,1268.174,0.4775,6,4,0.000912926,0.024,0,0,0,4.9558271,0,0,51,0.022674848,0.01,81,62914.07708,0.063963596
2019,180,怀化市,66.59436,3052.7093,279.39262,0.00870359,205.87,2300.258202,524.0,1369.628,0.4903,6,4,0.001000652,0.025,0,0,0,4.8751973,0,0,85,0.023483448,0.01,116,58588.35947,0.064695287
2020,180,怀化市,65.406642,1709.7844,655.19528,0.00797044,197.49,972.6130068,521.5,1423.044,0.4718,6,4,0.014440367,0.03,0,0,0,4.7957905,0,0,126,0.024592832,0.01,184,56952.29538,0.066126937
2021,180,怀化市,241.00413,366.8595,1030.9979,0.00723728,240.41,-353.7691322,519.0,1542.579,0.4811,6,4,0.013237105,0.03,0,0,0,4.7791235,0,0,230,0.032872516,0.11020562,104,62747.18176,0.068036378
2000,181,娄底市,2.5273925,0.0,20.990786,0.0,25.05,-760.446426,399.03,168.54,0.4811,6,4,0.00322533,0.104,0,0,0,1.011288079,0,0,230,0.00096213,0.11020562,4,12736.94108,0.043046324
2001,181,娄底市,3.4140884,362.03709,28.449861,0.0,25.84,-398.3903391,399.88,182.3603,0.4811,6,4,0.003018845,0.104,0,0,0,1.24478223,0,0,230,0.002185448,0.11020562,4,12319.21982,0.044295738
2002,181,娄底市,4.3007842,346.36872,35.908936,0.0,33.7,-413.7571473,402.16,196.2196,0.4811,6,4,0.003003573,0.104,0,0,0,1.478276382,0,0,1,0.003408766,0.11020562,8,16091.25365,0.043951262
2003,181,娄底市,4.8889209,351.41107,53.652024,0.01037464,32.29,-408.039987,403.89,213.8794,0.281,6,4,0.00304546,0.162,0,0,0,1.711770533,0,0,4,0.004632084,0.11020562,4,20791.66088,0.045153685
2004,181,娄底市,4.9883796,360.25731,66.848235,0.00994318,37.35,-398.6980917,405.1,242.1115,0.2951,6,4,0.002974005,0.191,0,0,0,5.1761497,0,0,5,0.005855402,0.11020562,4,24992.83438,0.059374055
2005,181,娄底市,1.7812759,270.29826,77.135978,0.0084507,34.81,-488.2217387,407.48,271.407,0.303,6,4,0.002858199,0.218,0,0,0,5.1761497,0,0,5,0.00707872,0.11020562,7,26658.7583,0.059738171
2006,181,娄底市,8.4757577,1987.0837,82.774823,0.00821627,39.93,1227.541509,412.04,305.3328,0.325,6,4,0.002754712,0.205,0,0,0,5.1761497,0,0,6,0.007216685,0.11020562,8,26879.88396,0.059797873
2007,181,娄底市,38.436583,2689.1086,92.73392,0.00765917,37.5,1929.633802,416.12,349.3008,0.3424,6,4,0.002829863,0.212,0,0,0,5.1761497,0,0,7,0.007676632,0.11020562,19,30467.68098,0.06011177
2008,181,娄底市,10.317236,2621.8501,97.889365,0.01223022,45.59,1862.420666,423.79,387.7238,0.3509,6,4,0.002858726,0.243,0,0,0,5.1761497,0,0,8,0.009865188,0.11020562,19,32458.61108,0.060678168
2009,181,娄底市,0.00604133,2951.8237,99.867184,0.01038397,37.01,2192.148913,420.53,437.3525,0.356,6,4,0.002964149,0.126,0,0,0,1.3862944,0,0,10,0.017048154,0.11020562,23,31305.56476,0.04739006
2010,181,娄底市,16.246049,3330.9549,113.03916,0.00958751,43.88,2571.613151,432.99,499.8939,0.3497,6,4,0.003298017,0.131,0,0,0,1.3862944,0,0,16,0.010909299,0.11020562,28,41028.39998,0.045951222
2011,181,娄底市,17.197028,1188.4836,99.118618,0.00619646,43.32,430.2223554,435.8,565.38,0.375,6,4,0.003541076,0.032,0,0,0,1.3862944,0,0,18,0.01397252,0.11020562,41,45407.83604,0.046971856
2012,181,娄底市,29.862175,1059.7243,126.92445,0.00637899,86.84,302.7067149,437.8,632.6602,0.3923,6,4,0.003572749,0.02,0,0,0,2.1972246,0,0,19,0.01798792,0.11020562,46,46556.51935,0.051344747
2013,181,娄底市,21.119593,1333.3206,150.37659,0.00789916,105.93,576.9272434,438.6,699.7222,0.4096,6,4,0.003744303,0.064,0,0,0,1.6094379,0,0,23,0.020001053,0.11020562,53,51662.94374,0.049650011
2014,181,娄底市,30.757499,1878.2384,151.24555,0.01285244,172.03,1121.539272,444.9,756.3997,0.4226,6,4,0.003733169,0.11,0,0,0,2.3978953,0,0,29,0.018950226,0.11020562,71,48421.68408,0.052898218
2015,181,娄底市,27.59255,2286.099,142.30602,0.01141795,180.26,1528.732361,447.7,813.886,0.4377,6,4,0.003590973,0.078,0,0,0,2.9957323,0,0,32,0.017713154,0.11020562,73,45471.30337,0.055037114
2016,181,娄底市,40.609137,3805.6142,158.37563,0.01116813,195.78,3047.814571,453.0,875.7414,0.4529,6,4,0.003666667,0.134,0,0,0,2.8332133,0,0,44,0.020555743,0.11020562,66,45395.1275,0.055078022
2017,181,娄底市,37.373737,1206.0606,174.24242,0.01052145,218.26,450.7856713,454.0,949.3037,0.4731,6,4,0.003609546,0.095,0,0,0,3.5553481,0,0,64,0.020635618,0.11020562,71,49195.50508,0.058227121
2018,181,娄底市,43.107769,1224.0602,152.13033,0.00925154,207.03,467.972335,455.0,1030.944,0.4811,6,4,0.003535423,0.092,0,0,0,4.5432948,0,0,85,0.020142677,0.11020562,112,51478.90799,0.062922652
2019,181,娄底市,42.75,1217.5,138.0,0.00994166,215.45,460.87742,455.0,1114.45,0.4925,6,4,0.013663603,0.103,0,0,0,4.7449321,0,0,110,0.021456238,0.11020562,94,50280.11225,0.06393933
2020,181,娄底市,26.711149,632.50931,149.11911,0.01063177,227.97,-123.3676081,451.5,1159.028,0.4695,6,4,0.014208002,0.104,0,0,0,5.2040067,0,0,145,0.023534792,0.11020562,139,49842.84048,0.067340192
2021,181,娄底市,83.950372,47.51861,160.23821,0.01132189,265.03,-707.0891047,448.0,1248.273,0.4776,6,4,0.013439918,0.104,0,0,0,5.1761497,0,0,222,0.031964862,0.11020562,97,52171.9358,0.069219089
